{name:'Stair_el7', position:{x:63.18, y:4.3, z:79.81}, rotation:{x:0, y:0.7639952, z:0}, scale:{x:1, y:1, z:1}, file:'Stair_el7.fbx'},
{name:'RigRibcage', position:{x:70.40205, y:4.130075, z:95.11226}, rotation:{x:0.5, y:-0.5000001, z:0.5000001}, scale:{x:1, y:1, z:1}, file:'RigRibcage.fbx'},
{name:'RigSpine4', position:{x:70.40205, y:4.002851, z:95.1004}, rotation:{x:0.4762233, y:-0.5226962, z:0.4762233}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigSpine4.fbx'},
{name:'RigSpine3', position:{x:70.40205, y:3.943482, z:95.09158}, rotation:{x:0.4618171, y:-0.535467, z:0.4618172}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigSpine3.fbx'},
{name:'RigSpine2', position:{x:70.40205, y:3.879157, z:95.08979}, rotation:{x:0.4929982, y:-0.5069051, z:0.4929982}, scale:{x:1, y:1, z:1}, file:'RigSpine2.fbx'},
{name:'RigSpine1', position:{x:70.40205, y:3.836388, z:95.1133}, rotation:{x:0.608643, y:-0.3599357, z:0.608643}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigSpine1.fbx'},
{name:'RigRLegToes1', position:{x:70.30042, y:3.404871, z:94.97842}, rotation:{x:-2.592802E-06, y:-0.7071068, z:2.572349E-06}, scale:{x:0.9999999, y:1, z:1}, file:'RigRLegToes1.fbx'},
{name:'RigRLegFoot', position:{x:70.30074, y:3.438586, z:95.09557}, rotation:{x:-0.09883288, y:-0.6992574, z:0.09864371}, scale:{x:1.000002, y:0.9999979, z:0.9999998}, file:'RigRLegFoot.fbx'},
{name:'RigRLegCalf', position:{x:70.30556, y:3.622866, z:95.08769}, rotation:{x:-0.5219586, y:-0.4876046, z:0.4991817}, scale:{x:1, y:0.9999998, z:1}, file:'RigRLegCalf.fbx'},
{name:'RigRLegThigh', position:{x:70.31037, y:3.809254, z:95.08888}, rotation:{x:-0.5094627, y:-0.4995953, z:0.4873334}, scale:{x:1, y:0.9999999, z:1}, file:'RigRLegThigh.fbx'},
{name:'RigLLegToes1', position:{x:70.50368, y:3.404954, z:94.97839}, rotation:{x:2.592802E-06, y:-0.7071068, z:-2.582058E-06}, scale:{x:1, y:1, z:1}, file:'RigLLegToes1.fbx'},
{name:'RigLLegFoot', position:{x:70.50337, y:3.438586, z:95.09558}, rotation:{x:-0.09839797, y:-0.7011256, z:0.09858529}, scale:{x:0.9999979, y:1.000002, z:0.9999998}, file:'RigLLegFoot.fbx'},
{name:'RigLLegCalf', position:{x:70.49858, y:3.622866, z:95.08769}, rotation:{x:-0.4992266, y:-0.4904919, z:0.5219167}, scale:{x:0.9999997, y:1, z:1}, file:'RigLLegCalf.fbx'},
{name:'RigLLegThigh', position:{x:70.49374, y:3.809254, z:95.08888}, rotation:{x:-0.4872945, y:-0.5033836, z:0.5095049}, scale:{x:1, y:1, z:1}, file:'RigLLegThigh.fbx'},
{name:'RigPelvis', position:{x:70.40205, y:3.792596, z:95.1098}, rotation:{x:0.4991269, y:-0.5008715, z:0.499127}, scale:{x:1, y:1, z:1}, file:'RigPelvis.fbx'},
{name:'RigLUpperarmGizmo', position:{x:70.53854, y:4.107481, z:95.09482}, rotation:{x:-0.00944214, y:-0.7133577, z:0.7007001}, scale:{x:1, y:1, z:1}, file:'RigLUpperarmGizmo.fbx'},
{name:'RigLPalmGizmo', position:{x:70.8164, y:4.102407, z:95.09446}, rotation:{x:0.0004816237, y:-0.9999633, z:0.005486488}, scale:{x:1, y:1, z:0.9999999}, file:'RigLPalmGizmo.fbx'},
{name:'RigLLegPlatform', position:{x:70.50367, y:3.404588, z:95.03571}, rotation:{x:0.5, y:-0.5, z:0.5000001}, scale:{x:1, y:1, z:1}, file:'RigLLegPlatform.fbx'},
{name:'RigLForearmGizmo', position:{x:70.67754, y:4.104218, z:95.09525}, rotation:{x:-0.00251515, y:-0.6972879, z:0.716756}, scale:{x:1, y:1, z:1}, file:'RigLForearmGizmo.fbx'},
{name:'RigLEar02Gizmo', position:{x:70.09695, y:4.470316, z:95.08273}, rotation:{x:-0.8219613, y:-0.2638583, z:-0.03195644}, scale:{x:0.9999998, y:1, z:0.9999999}, file:'RigLEar02Gizmo.fbx'},
{name:'RigLEar01Gizmo', position:{x:70.18985, y:4.429446, z:95.06009}, rotation:{x:-0.6726243, y:0.2204319, z:-0.06861572}, scale:{x:1, y:1, z:1}, file:'RigLEar01Gizmo.fbx'},
{name:'RigHeadGizmo', position:{x:70.40205, y:4.378253, z:95.06009}, rotation:{x:0.5, y:-0.5, z:0.5000001}, scale:{x:1, y:1, z:1}, file:'RigHeadGizmo.fbx'},
{name:'RigBagGizmo', position:{x:70.40205, y:4.060743, z:95.18678}, rotation:{x:-0.09621691, y:-0.7005301, z:-0.09621677}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigBagGizmo.fbx'},
{name:'Rig', position:{x:70.40205, y:3.404588, z:95.03157}, rotation:{x:0.5, y:-0.5, z:0.5000001}, scale:{x:1, y:1, z:1}, file:'Rig.fbx'},
{name:'Treasure_Goblin___Red_(1)', position:{x:70.40205, y:3.405539, z:95.09071}, rotation:{x:0, y:-1, z:0}, scale:{x:1, y:1, z:1}, file:'Treasure_Goblin___Red_(1).fbx'},
{name:'Rock_13', position:{x:73.61, y:2.36, z:71.65}, rotation:{x:0, y:0.315531, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_13.fbx'},
{name:'Plant_07', position:{x:62.66186, y:1.987398, z:57.84881}, rotation:{x:0, y:-0.8706084, z:0}, scale:{x:1, y:1, z:1}, file:'Plant_07.fbx'},
{name:'Trunk_01', position:{x:80.21153, y:5.49265, z:104.9388}, rotation:{x:0, y:0, z:0}, scale:{x:2.629081, y:2.629081, z:2.629081}, file:'Trunk_01.fbx'},
{name:'Bush_02', position:{x:88.37952, y:3.429694, z:100.1571}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Bush_02.fbx'},
{name:'Block1', position:{x:95.59, y:3.9, z:84.26}, rotation:{x:0, y:0.007107861, z:0}, scale:{x:1, y:1, z:1}, file:'Block1.fbx'},
{name:'Bush_06', position:{x:85.08409, y:5.515894, z:108.6102}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Bush_06.fbx'},
{name:'Bush_04', position:{x:96.46606, y:3.330136, z:86.04579}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Bush_04.fbx'},
{name:'Tree_Small_02', position:{x:89.83059, y:5.492178, z:104.9028}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Tree_Small_02.fbx'},
{name:'Block4', position:{x:62.13, y:5.1, z:76.07}, rotation:{x:0, y:0.9998109, z:0}, scale:{x:1, y:1, z:1}, file:'Block4.fbx'},
{name:'Ivy1', position:{x:70.06916, y:7.967696, z:102.0691}, rotation:{x:0, y:-0.8055472, z:0}, scale:{x:1.112361, y:1.112361, z:1.112361}, file:'Ivy1.fbx'},
{name:'Rock_11', position:{x:72.34352, y:2.000379, z:83.90993}, rotation:{x:0.01969223, y:0.9971675, z:0.06700411}, scale:{x:1, y:1, z:1}, file:'Rock_11.fbx'},
{name:'Crystal5', position:{x:92.07661, y:3.405747, z:79.12614}, rotation:{x:0, y:-0.9009106, z:0}, scale:{x:0.5454153, y:0.5454153, z:0.5454153}, file:'Crystal5.fbx'},
{name:'Wagon_Tracks1', position:{x:85.28, y:3.4, z:73.91}, rotation:{x:0, y:0.9221426, z:0}, scale:{x:1, y:1, z:1}, file:'Wagon_Tracks1.fbx'},
{name:'Stair_el3', position:{x:81.25811, y:3.272928, z:84.60207}, rotation:{x:0, y:-0.3826835, z:0}, scale:{x:1, y:1, z:1}, file:'Stair_el3.fbx'},
{name:'Rock_15', position:{x:77.60854, y:4.715599, z:95.94151}, rotation:{x:-0.2935226, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_15.fbx'},
{name:'Rock_10', position:{x:71.2056, y:2.564689, z:100.5902}, rotation:{x:0, y:0, z:0}, scale:{x:1, y:1, z:1}, file:'Rock_10.fbx'},
{name:'Rock_04', position:{x:73.67294, y:4.577657, z:97.10732}, rotation:{x:-0.1992554, y:-0.1215662, z:0.3906941}, scale:{x:1, y:1, z:1}, file:'Rock_04.fbx'},
{name:'RigPelvisGizmo', position:{x:81.64697, y:5.673162, z:103.5609}, rotation:{x:0.6590784, y:-0.6590784, z:-0.2561558}, scale:{x:1, y:1, z:1}, file:'RigPelvisGizmo.fbx'},
{name:'RigMouthUp', position:{x:81.82665, y:6.862201, z:103.3963}, rotation:{x:0.9320778, y:2.088896E-07, z:-0.3622593}, scale:{x:1, y:1, z:1}, file:'RigMouthUp.fbx'},
{name:'RigTongue07', position:{x:81.2567, y:6.481674, z:103.9182}, rotation:{x:0.9179175, y:-0.1618535, z:-0.3567558}, scale:{x:1, y:1, z:1}, file:'RigTongue07.fbx'},
{name:'RigTongue06', position:{x:81.32039, y:6.481674, z:103.8599}, rotation:{x:0.9320776, y:2.481737E-07, z:-0.3622593}, scale:{x:1, y:1, z:1}, file:'RigTongue06.fbx'},
{name:'RigTongue05', position:{x:81.39068, y:6.536697, z:103.7955}, rotation:{x:0.9003179, y:0.2412397, z:-0.3499156}, scale:{x:1, y:1, z:1}, file:'RigTongue05.fbx'},
{name:'RigTongue04', position:{x:81.48841, y:6.58493, z:103.706}, rotation:{x:0.9179173, y:0.1618538, z:-0.3567557}, scale:{x:1, y:1, z:1}, file:'RigTongue04.fbx'},
{name:'RigTongue03', position:{x:81.58006, y:6.618224, z:103.6221}, rotation:{x:0.9241035, y:0.1216608, z:-0.3591601}, scale:{x:1, y:1, z:1}, file:'RigTongue03.fbx'},
{name:'RigTongue02', position:{x:81.68875, y:6.631118, z:103.5226}, rotation:{x:0.9311905, y:0.04065689, z:-0.3619145}, scale:{x:1, y:1, z:1}, file:'RigTongue02.fbx'},
{name:'RigTongue01', position:{x:81.79525, y:6.578561, z:103.4251}, rotation:{x:0.9179173, y:-0.1618534, z:-0.3567557}, scale:{x:1, y:1, z:1}, file:'RigTongue01.fbx'},
{name:'RigMouthLow', position:{x:81.82365, y:6.625069, z:103.3991}, rotation:{x:0.9179173, y:0.1618538, z:-0.3567557}, scale:{x:1, y:1, z:1}, file:'RigMouthLow.fbx'},
{name:'RigHead', position:{x:81.97664, y:6.703576, z:103.259}, rotation:{x:0.9320778, y:2.088896E-07, z:-0.3622593}, scale:{x:1, y:1, z:1}, file:'RigHead.fbx'},
{name:'RigNeck9', position:{x:82.04281, y:6.649673, z:103.1984}, rotation:{x:0.898181, y:-0.2490779, z:-0.3490846}, scale:{x:1, y:0.9999993, z:1}, file:'RigNeck9.fbx'},
{name:'RigNeck8', position:{x:82.09943, y:6.555896, z:103.1466}, rotation:{x:0.8423353, y:-0.3990487, z:-0.3273802}, scale:{x:0.9999983, y:1.000001, z:1}, file:'RigNeck8.fbx'},
{name:'RigNeck7', position:{x:82.12505, y:6.388922, z:103.1231}, rotation:{x:0.7231005, y:-0.5881277, z:-0.2810392}, scale:{x:0.9999999, y:1, z:1}, file:'RigNeck7.fbx'},
{name:'RigNeck6', position:{x:82.08524, y:6.246176, z:103.1596}, rotation:{x:0.5298555, y:-0.7668258, z:-0.2059324}, scale:{x:0.9999992, y:1.000001, z:1}, file:'RigNeck6.fbx'},
{name:'RigNeck5', position:{x:82.01015, y:6.124306, z:103.2283}, rotation:{x:0.3948444, y:-0.8443142, z:-0.1534593}, scale:{x:1.000001, y:0.999999, z:1}, file:'RigNeck5.fbx'},
{name:'RigNeck4', position:{x:81.90384, y:6.049765, z:103.3257}, rotation:{x:0.220312, y:-0.9056661, z:-0.08562595}, scale:{x:0.9999996, y:1, z:1}, file:'RigNeck4.fbx'},
{name:'RigNeck3', position:{x:81.82094, y:5.98397, z:103.4016}, rotation:{x:0.2439243, y:-0.8995941, z:-0.09480301}, scale:{x:1, y:1, z:1}, file:'RigNeck3.fbx'},
{name:'RigNeck2', position:{x:81.73746, y:5.932251, z:103.478}, rotation:{x:0.1982163, y:-0.9107572, z:-0.07703819}, scale:{x:0.9999998, y:0.9999998, z:1}, file:'RigNeck2.fbx'},
{name:'RigNeck1', position:{x:81.68876, y:5.827145, z:103.5226}, rotation:{x:0.4508967, y:-0.8157577, z:-0.1752445}, scale:{x:1, y:1, z:1}, file:'RigNeck1.fbx'},
{name:'RigLegMidRight10', position:{x:83.08129, y:5.562062, z:105.1829}, rotation:{x:-0.4029214, y:-0.000946231, z:0.9152316}, scale:{x:0.9999998, y:0.9999998, z:1}, file:'RigLegMidRight10.fbx'},
{name:'RigLegMidRight9', position:{x:82.91474, y:5.56303, z:105.001}, rotation:{x:-0.4029217, y:-0.0007906654, z:0.9152324}, scale:{x:0.9999998, y:0.9999998, z:1}, file:'RigLegMidRight9.fbx'},
{name:'RigLegMidRight8', position:{x:82.75935, y:5.563999, z:104.8313}, rotation:{x:-0.4029217, y:-0.0008478732, z:0.9152322}, scale:{x:0.9999998, y:0.9999998, z:1}, file:'RigLegMidRight8.fbx'},
{name:'RigLegMidRight7', position:{x:82.63013, y:5.564991, z:104.6901}, rotation:{x:-0.4029213, y:-0.001044561, z:0.9152312}, scale:{x:0.9999998, y:0.9999998, z:1}, file:'RigLegMidRight7.fbx'},
{name:'RigLegMidRight6', position:{x:82.47108, y:5.565956, z:104.5164}, rotation:{x:-0.4029217, y:-0.000825768, z:0.9152322}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigLegMidRight6.fbx'},
{name:'RigLegMidRight5', position:{x:82.32314, y:5.566984, z:104.3549}, rotation:{x:-0.4029214, y:-0.000946231, z:0.9152316}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigLegMidRight5.fbx'},
{name:'RigLegMidRight4', position:{x:82.18201, y:5.567966, z:104.2007}, rotation:{x:-0.4029214, y:-0.000946231, z:0.9152316}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigLegMidRight4.fbx'},
{name:'RigLegMidRight3', position:{x:82.04088, y:5.568947, z:104.0466}, rotation:{x:-0.4029214, y:-0.000946231, z:0.9152316}, scale:{x:0.9999999, y:0.9999999, z:1}, file:'RigLegMidRight3.fbx'},
{name:'RigLegMidRight2', position:{x:81.91885, y:5.569921, z:103.9133}, rotation:{x:-0.4029211, y:-0.001085277, z:0.9152309}, scale:{x:1, y:1, z:1}, file:'RigLegMidRight2.fbx'},
{name:'RigLegMidRight1', position:{x:81.77524, y:5.570395, z:103.7565}, rotation:{x:-0.4029222, y:-0.0004494815, z:0.9152336}, scale:{x:1, y:1, z:1}, file:'RigLegMidRight1.fbx'},
{name:'RigLegMidLeft10', position:{x:80.15851, y:5.554415, z:101.9908}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft10.fbx'},
{name:'RigLegMidLeft9', position:{x:80.32626, y:5.556285, z:102.174}, rotation:{x:-0.9152277, y:-0.003445564, z:-0.4029195}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft9.fbx'},
{name:'RigLegMidLeft8', position:{x:80.46823, y:5.558158, z:102.329}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft8.fbx'},
{name:'RigLegMidLeft7', position:{x:80.61021, y:5.560031, z:102.4841}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft7.fbx'},
{name:'RigLegMidLeft6', position:{x:80.75217, y:5.561905, z:102.6391}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft6.fbx'},
{name:'RigLegMidLeft5', position:{x:80.89414, y:5.563778, z:102.7942}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft5.fbx'},
{name:'RigLegMidLeft4', position:{x:81.03612, y:5.565651, z:102.9492}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft4.fbx'},
{name:'RigLegMidLeft3', position:{x:81.17809, y:5.567525, z:103.1043}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft3.fbx'},
{name:'RigLegMidLeft2', position:{x:81.32006, y:5.569398, z:103.2593}, rotation:{x:-0.9152251, y:-0.004077565, z:-0.4029184}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft2.fbx'},
{name:'RigLegMidLeft1', position:{x:81.46341, y:5.570395, z:103.4159}, rotation:{x:-0.9152317, y:-0.002148981, z:-0.4029213}, scale:{x:1, y:1, z:1}, file:'RigLegMidLeft1.fbx'},
{name:'RigLegFrontRight10', position:{x:81.52142, y:5.562384, z:105.7477}, rotation:{x:0.7233598, y:0.00162488, z:-0.690468}, scale:{x:1, y:1, z:1}, file:'RigLegFrontRight10.fbx'},
{name:'RigLegFrontRight9', position:{x:81.53336, y:5.563315, z:105.4867}, rotation:{x:0.7230802, y:0.001283938, z:-0.690762}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight9.fbx'},
{name:'RigLegFrontRight8', position:{x:81.5431, y:5.56426, z:105.2775}, rotation:{x:0.7233599, y:0.001624852, z:-0.6904678}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight8.fbx'},
{name:'RigLegFrontRight7', position:{x:81.55284, y:5.565204, z:105.0683}, rotation:{x:0.7233597, y:0.001624874, z:-0.690468}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight7.fbx'},
{name:'RigLegFrontRight6', position:{x:81.56258, y:5.566148, z:104.859}, rotation:{x:0.7233595, y:0.00162488, z:-0.6904683}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight6.fbx'},
{name:'RigLegFrontRight5', position:{x:81.57232, y:5.567092, z:104.6498}, rotation:{x:0.7233593, y:0.001624874, z:-0.6904684}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight5.fbx'},
{name:'RigLegFrontRight4', position:{x:81.58206, y:5.568036, z:104.4406}, rotation:{x:0.723359, y:0.001624852, z:-0.6904687}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight4.fbx'},
{name:'RigLegFrontRight3', position:{x:81.5918, y:5.56898, z:104.2314}, rotation:{x:0.7233589, y:0.001624874, z:-0.6904689}, scale:{x:1, y:0.9999999, z:1}, file:'RigLegFrontRight3.fbx'},
{name:'RigLegFrontRight2', position:{x:81.59525, y:5.569924, z:104.0365}, rotation:{x:0.7133253, y:0.001768414, z:-0.7008291}, scale:{x:1, y:1, z:1}, file:'RigLegFrontRight2.fbx'},
{name:'RigLegFrontRight1', position:{x:81.60673, y:5.570395, z:103.8184}, rotation:{x:0.7254639, y:0.000768507, z:-0.6882595}, scale:{x:1, y:1, z:1}, file:'RigLegFrontRight1.fbx'},
{name:'RigLegFrontLeft10', position:{x:79.46046, y:5.554415, z:103.4937}, rotation:{x:0.9997481, y:0.004454139, z:0.0220035}, scale:{x:1, y:0.9999999, z:0.9999998}, file:'RigLegFrontLeft10.fbx'},
{name:'RigLegFrontLeft9', position:{x:79.70995, y:5.556289, z:103.5007}, rotation:{x:0.9998947, y:0.003751494, z:0.01402977}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegFrontLeft9.fbx'},
{name:'RigLegFrontLeft8', position:{x:79.91998, y:5.558162, z:103.51}, rotation:{x:0.999748, y:0.004454167, z:0.02200359}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft8.fbx'},
{name:'RigLegFrontLeft7', position:{x:80.13001, y:5.560035, z:103.5192}, rotation:{x:0.9997481, y:0.0044542, z:0.02200416}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft7.fbx'},
{name:'RigLegFrontLeft6', position:{x:80.34004, y:5.561909, z:103.5285}, rotation:{x:0.999748, y:0.004454178, z:0.02200472}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft6.fbx'},
{name:'RigLegFrontLeft5', position:{x:80.55007, y:5.563782, z:103.5377}, rotation:{x:0.999748, y:0.004454167, z:0.02200532}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft5.fbx'},
{name:'RigLegFrontLeft4', position:{x:80.76009, y:5.565655, z:103.547}, rotation:{x:0.999748, y:0.004454245, z:0.02200589}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft4.fbx'},
{name:'RigLegFrontLeft3', position:{x:80.97012, y:5.567529, z:103.5562}, rotation:{x:0.9997479, y:0.004454239, z:0.02200651}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft3.fbx'},
{name:'RigLegFrontLeft2', position:{x:81.16688, y:5.569402, z:103.5692}, rotation:{x:0.9994485, y:0.004750905, z:0.03286904}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft2.fbx'},
{name:'RigLegFrontLeft1', position:{x:81.38691, y:5.570395, z:103.5783}, rotation:{x:0.9997821, y:0.002253491, z:0.02075696}, scale:{x:1, y:1, z:1}, file:'RigLegFrontLeft1.fbx'},
{name:'RigLegFront10', position:{x:80.02531, y:5.568303, z:105.0457}, rotation:{x:0.9320774, y:-2.996736E-06, z:-0.3622591}, scale:{x:1, y:1, z:1}, file:'RigLegFront10.fbx'},
{name:'RigLegFront9', position:{x:80.20524, y:5.568303, z:104.881}, rotation:{x:0.9320774, y:-1.700057E-06, z:-0.3622591}, scale:{x:1, y:1, z:1}, file:'RigLegFront9.fbx'},
{name:'RigLegFront8', position:{x:80.36506, y:5.568302, z:104.7346}, rotation:{x:0.9320775, y:-3.913722E-07, z:-0.3622591}, scale:{x:1, y:1, z:1}, file:'RigLegFront8.fbx'},
{name:'RigLegFront7', position:{x:80.51923, y:5.568302, z:104.5934}, rotation:{x:0.9320774, y:8.013762E-08, z:-0.3622592}, scale:{x:1, y:1, z:1}, file:'RigLegFront7.fbx'},
{name:'RigLegFront6', position:{x:80.68034, y:5.568302, z:104.4459}, rotation:{x:0.9320775, y:-1.101054E-07, z:-0.3622591}, scale:{x:1, y:1, z:1}, file:'RigLegFront6.fbx'},
{name:'RigLegFront5', position:{x:80.83288, y:5.568302, z:104.3063}, rotation:{x:0.9320774, y:-1.324392E-07, z:-0.3622591}, scale:{x:1, y:1, z:1}, file:'RigLegFront5.fbx'},
{name:'RigLegFront4', position:{x:80.99252, y:5.568302, z:104.1601}, rotation:{x:0.9320774, y:-1.634717E-07, z:-0.3622592}, scale:{x:1, y:1, z:1}, file:'RigLegFront4.fbx'},
{name:'RigLegFront3', position:{x:81.15002, y:5.568302, z:104.0159}, rotation:{x:0.9320774, y:-1.651298E-07, z:-0.3622592}, scale:{x:1, y:1, z:1}, file:'RigLegFront3.fbx'},
{name:'RigLegFront2', position:{x:81.28541, y:5.568302, z:103.8919}, rotation:{x:0.9320338, y:0.003501854, z:-0.3622423}, scale:{x:1, y:1, z:1}, file:'RigLegFront2.fbx'},
{name:'RigLegFront1', position:{x:81.4586, y:5.570395, z:103.7333}, rotation:{x:0.9320682, y:0.004152658, z:-0.3622555}, scale:{x:1, y:1, z:1}, file:'RigLegFront1.fbx'},
{name:'RigLegBackRight10', position:{x:83.78244, y:5.554414, z:103.679}, rotation:{x:-0.02200633, y:-9.825267E-05, z:0.9997481}, scale:{x:0.9999998, y:1, z:1}, file:'RigLegBackRight10.fbx'},
{name:'RigLegBackRight9', position:{x:83.52692, y:5.556287, z:103.6757}, rotation:{x:-0.00662306, y:-0.0001356247, z:0.9999714}, scale:{x:0.9999999, y:1, z:0.9999999}, file:'RigLegBackRight9.fbx'},
{name:'RigLegBackRight8', position:{x:83.2945, y:5.558161, z:103.6615}, rotation:{x:-0.03030217, y:-5.171623E-05, z:0.9995327}, scale:{x:1, y:1, z:1}, file:'RigLegBackRight8.fbx'},
{name:'RigLegBackRight7', position:{x:83.08447, y:5.560034, z:103.6523}, rotation:{x:-0.02200651, y:-9.822601E-05, z:0.9997479}, scale:{x:0.9999999, y:1, z:1}, file:'RigLegBackRight7.fbx'},
{name:'RigLegBackRight6', position:{x:82.87444, y:5.561907, z:103.643}, rotation:{x:-0.02200651, y:-9.82004E-05, z:0.999748}, scale:{x:0.9999999, y:1, z:1}, file:'RigLegBackRight6.fbx'},
{name:'RigLegBackRight5', position:{x:82.66441, y:5.56378, z:103.6338}, rotation:{x:-0.02200657, y:-9.824673E-05, z:0.999748}, scale:{x:0.9999999, y:1, z:1}, file:'RigLegBackRight5.fbx'},
{name:'RigLegBackRight4', position:{x:82.45438, y:5.565653, z:103.6245}, rotation:{x:-0.02200657, y:-9.821949E-05, z:0.9997479}, scale:{x:0.9999999, y:1, z:1}, file:'RigLegBackRight4.fbx'},
{name:'RigLegBackRight3', position:{x:82.24436, y:5.567527, z:103.6153}, rotation:{x:-0.02200663, y:-9.818899E-05, z:0.9997479}, scale:{x:1, y:1, z:1}, file:'RigLegBackRight3.fbx'},
{name:'RigLegBackRight2', position:{x:82.06986, y:5.5694, z:103.6116}, rotation:{x:-0.01060402, y:-0.0001841527, z:0.9999293}, scale:{x:1, y:1, z:1}, file:'RigLegBackRight2.fbx'},
{name:'RigLegBackRight1', position:{x:81.91425, y:5.570395, z:103.5988}, rotation:{x:-0.0410676, y:1.464796E-05, z:0.9991513}, scale:{x:1, y:1, z:1}, file:'RigLegBackRight1.fbx'},
{name:'RigLegBackLeft10', position:{x:81.71701, y:5.554412, z:101.4233}, rotation:{x:0.6913682, y:0.003080562, z:0.7224891}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft10.fbx'},
{name:'RigLegBackLeft9', position:{x:81.69791, y:5.556287, z:101.6781}, rotation:{x:0.680173, y:0.002575338, z:0.7330424}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft9.fbx'},
{name:'RigLegBackLeft8', position:{x:81.69154, y:5.55816, z:101.9109}, rotation:{x:0.6973408, y:0.002754746, z:0.7167284}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft8.fbx'},
{name:'RigLegBackLeft7', position:{x:81.68228, y:5.560033, z:102.1209}, rotation:{x:0.6913679, y:0.003080431, z:0.7224892}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft7.fbx'},
{name:'RigLegBackLeft6', position:{x:81.67303, y:5.561907, z:102.3309}, rotation:{x:0.6913677, y:0.003080349, z:0.7224894}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft6.fbx'},
{name:'RigLegBackLeft5', position:{x:81.66378, y:5.56378, z:102.5409}, rotation:{x:0.6913677, y:0.003080346, z:0.7224895}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft5.fbx'},
{name:'RigLegBackLeft4', position:{x:81.65453, y:5.565653, z:102.751}, rotation:{x:0.6913676, y:0.003080305, z:0.7224895}, scale:{x:1, y:1, z:0.9999999}, file:'RigLegBackLeft4.fbx'},
{name:'RigLegBackLeft3', position:{x:81.64528, y:5.567527, z:102.961}, rotation:{x:0.6913676, y:0.00308029, z:0.7224896}, scale:{x:1, y:1, z:1}, file:'RigLegBackLeft3.fbx'},
{name:'RigLegBackLeft2', position:{x:81.63363, y:5.5694, z:103.1351}, rotation:{x:0.6830803, y:0.003758717, z:0.7303237}, scale:{x:1, y:1, z:1}, file:'RigLegBackLeft2.fbx'},
{name:'RigLegBackLeft1', position:{x:81.63271, y:5.570395, z:103.2913}, rotation:{x:0.7050228, y:0.002142471, z:0.7091775}, scale:{x:1, y:1, z:1}, file:'RigLegBackLeft1.fbx'},
